rwa,education,childhood,gender,hand,family_size,age,test_time
5.95,High school,Suburban,Male,Right,0,18,273
1.25,Graduate degree,Suburban,Male,Right,3,60,212
1.3,University degree,Rural (country side),Male,Right,2,38,219
1.45,University degree,Suburban,Male,Left,4,66,193
2.85,University degree,Suburban,Male,Right,2,20,164
1.5,High school,"Urban (town, city)",Female,Right,2,29,175
1.05,University degree,Suburban,Female,Right,2,35,89
1.3,Graduate degree,"Urban (town, city)",Female,Right,2,49,191
1.1,High school,"Urban (town, city)",Male,Left,4,65,198
1.85,University degree,Suburban,Female,Left,1,26,181
2.15,University degree,Rural (country side),Male,Right,3,30,2308
2.65,University degree,"Urban (town, city)",Male,Right,1,35,116
2.4,Graduate degree,Suburban,Female,Left,4,29,218
2.75,Graduate degree,Suburban,Female,Left,3,28,201
2.3,High school,Suburban,Female,Left,2,18,151
2.15,University degree,Suburban,Male,Left,2,39,227
1.85,High school,Suburban,Female,Both,3,18,108
1.15,University degree,"Urban (town, city)",Female,Right,1,21,122
4.1,High school,"Urban (town, city)",Male,Right,2,17,411
2.6,High school,Suburban,Male,Right,1,17,253
3,High school,Suburban,Male,Right,2,16,339
1.5,Graduate degree,"Urban (town, city)",Female,Both,1,64,139
1.45,University degree,Suburban,Other,Right,2,23,152
1.05,High school,Rural (country side),Female,Right,2,29,170
5.95,University degree,"Urban (town, city)",Female,Right,1,31,219
1.85,Less than high school,Rural (country side),Female,Right,1,17,658
1.2,Graduate degree,Suburban,Male,Left,4,57,125
1,University degree,Rural (country side),Male,Right,4,25,423
1.75,University degree,Suburban,Female,Left,2,23,314
3.85,Graduate degree,"Urban (town, city)",Male,Right,1,31,208
2.05,University degree,Rural (country side),Female,Right,2,33,212
1.55,High school,Suburban,Male,Left,2,26,153
1.7,Graduate degree,Suburban,Female,Right,3,31,157
1.75,Graduate degree,Suburban,Male,Right,3,40,211
1.8,Graduate degree,Suburban,Female,Right,1,36,68
1.3,University degree,Rural (country side),Male,Right,3,26,74
1.8,High school,"Urban (town, city)",Female,Right,1,18,156
1.05,Less than high school,Suburban,Female,Right,2,14,173
5.4,Graduate degree,Rural (country side),Male,Right,3,41,184
2.25,High school,Rural (country side),Female,Right,2,16,252
1.05,University degree,"Urban (town, city)",Female,Right,1,38,151
2.35,High school,Suburban,Male,Right,2,25,215
1.45,University degree,Rural (country side),Male,Left,2,29,244
1.65,Graduate degree,Suburban,Female,Right,2,38,142
2.55,Graduate degree,Suburban,Male,Right,3,46,277
1.55,High school,Suburban,Male,Right,6,59,303
1.35,Graduate degree,"Urban (town, city)",Male,Right,2,36,218
2.25,University degree,"Urban (town, city)",Male,Right,2,46,235
1.15,High school,Rural (country side),Male,Right,4,25,115
1,University degree,Suburban,Female,Right,2,45,142
1.85,Less than high school,"Urban (town, city)",Male,Right,2,14,285
1.7,University degree,"Urban (town, city)",Male,Right,3,37,177
2.3,University degree,Suburban,Male,Right,2,62,279
4.2,University degree,Rural (country side),Male,Right,2,20,278
1,Graduate degree,Suburban,Male,Right,3,42,359
2.2,High school,Suburban,Male,Right,2,23,287
1.6,Graduate degree,"Urban (town, city)",Male,Both,1,54,153
1.8,University degree,"Urban (town, city)",Male,Left,2,40,240
1.85,High school,Suburban,Male,Right,1,28,257
1.55,University degree,"Urban (town, city)",Female,Right,2,29,137
1.3,University degree,Rural (country side),Male,Right,1,28,240
1.5,Graduate degree,Suburban,Male,Right,4,50,265
2,University degree,Suburban,Female,Right,2,30,319
2.35,High school,Rural (country side),Male,Right,1,22,275
3.45,University degree,Rural (country side),Male,Right,4,40,1063
3.1,High school,"Urban (town, city)",Male,Right,2,17,247
1.6,University degree,"Urban (town, city)",Male,Right,1,23,375
1.6,Graduate degree,"Urban (town, city)",Male,Right,1,56,249
5.6,University degree,"Urban (town, city)",Female,Right,2,21,303
1.05,High school,Suburban,Other,Right,2,23,127
4.5,Graduate degree,Suburban,Male,Right,3,51,194
3.1,Graduate degree,"Urban (town, city)",Male,Left,2,41,167
2.55,University degree,Rural (country side),Female,Right,1,53,239
1.1,Less than high school,Rural (country side),Male,Right,4,43,570
5.95,University degree,Suburban,Male,Right,2,36,858
1.35,University degree,Rural (country side),Female,Right,2,29,99
6.35,High school,Rural (country side),Male,Right,2,22,199
3.2,High school,Rural (country side),Male,Right,1,41,156
2.5,University degree,Rural (country side),Male,Right,3,65,384
1.05,University degree,"Urban (town, city)",Male,Left,3,23,221
1.65,Graduate degree,"Urban (town, city)",Male,Right,1,52,188
1.35,University degree,Suburban,Male,Right,3,63,232
1,University degree,"Urban (town, city)",Male,Right,2,42,167
1.8,High school,Suburban,Female,Right,3,55,454
3.35,Graduate degree,Rural (country side),Male,Right,2,43,172
2.15,High school,Suburban,Male,Right,3,26,190
2.05,High school,Rural (country side),Male,Left,2,20,161
3,High school,"Urban (town, city)",Male,Right,3,24,284
1.45,University degree,Suburban,Male,Left,2,23,151
1.25,University degree,"Urban (town, city)",Male,Right,4,24,180
1.35,University degree,Suburban,Male,Right,2,22,116
2.95,University degree,Suburban,Male,Right,0,55,310
1.65,Graduate degree,Suburban,Female,Right,2,68,145
2.7,Graduate degree,Suburban,Male,Right,1,34,253
2.7,High school,Suburban,Male,Right,2,17,637
2,University degree,Rural (country side),Female,Right,2,32,272
1,Graduate degree,"Urban (town, city)",Female,Both,3,38,157
1.75,High school,Rural (country side),Female,Both,3,17,221
1.85,High school,"Urban (town, city)",Male,Right,3,40,2012
3.45,University degree,Suburban,Male,Right,4,53,248
2.65,University degree,Suburban,Female,Right,4,53,600
1.05,Graduate degree,"Urban (town, city)",Female,Right,0,58,199
1.6,University degree,"Urban (town, city)",Male,Right,2,27,260
1.1,High school,Suburban,Female,Right,2,16,96
2.45,Graduate degree,"Urban (town, city)",Male,Right,2,80,315
1.1,University degree,Suburban,Male,Right,2,24,201
4.65,Graduate degree,Suburban,Male,Right,4,58,200
1.45,Graduate degree,"Urban (town, city)",Male,Right,7,69,226
2.1,Graduate degree,Rural (country side),Female,Right,2,75,286
1.6,University degree,"Urban (town, city)",Female,Right,3,36,144
1.35,Graduate degree,Suburban,Male,Right,3,33,101
1.5,Graduate degree,Suburban,Male,Left,2,23,120
2.9,High school,Suburban,Female,Right,1,38,1112
2.05,High school,"Urban (town, city)",Female,Right,2,35,237
2.3,Graduate degree,Suburban,Female,Right,2,44,138
3.7,High school,Suburban,Male,Right,2,20,210
1.5,University degree,"Urban (town, city)",Female,Right,4,69,194
4.65,University degree,Rural (country side),Male,Right,1,58,227
1.75,High school,"Urban (town, city)",Female,Both,5,15,200
1.95,University degree,Suburban,Female,Right,4,63,238
2.3,Graduate degree,Suburban,Male,Right,2,59,156
1.4,Less than high school,"Urban (town, city)",Female,Right,3,21,294
1.55,High school,"Urban (town, city)",Female,Right,3,16,269
4.25,University degree,Rural (country side),Male,Right,3,17,431
1.15,Less than high school,Suburban,Other,Right,3,17,180
5.35,Graduate degree,Suburban,Male,Right,2,33,187
3.85,High school,"Urban (town, city)",Male,Left,0,26,682
2.8,High school,"Urban (town, city)",Female,Left,2,16,514
7.2,High school,Suburban,Male,Right,1,17,123
6.05,High school,Suburban,Male,Right,2,32,195
2.8,High school,"Urban (town, city)",Female,Right,2,25,257
1.85,University degree,"Urban (town, city)",Male,Right,4,66,177
2,Less than high school,Suburban,Female,Right,3,17,250
1.15,University degree,Suburban,Male,Right,5,25,161
7.4,High school,"Urban (town, city)",Male,Right,2,19,372
1.4,High school,Suburban,Other,Right,5,18,203
3.75,Less than high school,"Urban (town, city)",Male,Right,1,14,213
8.45,High school,Suburban,Male,Right,2,18,409
2.85,Less than high school,Suburban,Male,Left,3,16,126
2.55,University degree,Suburban,Male,Left,8,38,240
2.25,Graduate degree,"Urban (town, city)",Female,Right,1,65,184
2.6,University degree,Rural (country side),Male,Right,4,56,461
1.5,University degree,Rural (country side),Male,Right,3,31,607
3.2,Graduate degree,"Urban (town, city)",Male,Right,1,36,301
1.25,Graduate degree,Suburban,Male,Left,4,73,186
3.55,University degree,Suburban,Male,Right,6,30,207
5.9,High school,Suburban,Male,Right,3,30,217
3.15,Graduate degree,"Urban (town, city)",Male,Right,3,39,387
1.2,High school,Suburban,Male,Left,3,19,253
5.65,University degree,Suburban,Male,Right,8,53,233
6.2,High school,"Urban (town, city)",Male,Left,4,26,161
1.65,University degree,Suburban,Female,Right,3,25,281
3.25,University degree,"Urban (town, city)",Male,Left,1,40,127
1.25,High school,Suburban,Female,Right,1,36,363
4.95,Graduate degree,Rural (country side),Male,Left,3,25,88
1.85,Graduate degree,Suburban,Male,Right,4,51,215
1.4,Graduate degree,Suburban,Female,Right,5,34,273
1.5,University degree,Suburban,Male,Right,1,25,163
1.2,Graduate degree,Suburban,Female,Right,2,38,84
3.6,University degree,"Urban (town, city)",Female,Right,2,36,4505
2.55,Graduate degree,Suburban,Female,Right,2,65,231
3.9,University degree,Rural (country side),Male,Both,5,49,354
1.6,High school,Rural (country side),Male,Right,3,30,183
1,Graduate degree,"Urban (town, city)",Male,Right,5,38,159
3.35,High school,Rural (country side),Female,Both,2,16,424
1.3,University degree,Suburban,Male,Both,2,37,133
1.65,Less than high school,Suburban,Female,Right,2,18,156
1.9,University degree,Suburban,Male,Right,3,18,193
1.8,Graduate degree,Suburban,Male,Left,0,59,187
1.75,Less than high school,Suburban,Female,Left,2,18,82
7.35,Graduate degree,"Urban (town, city)",Male,Right,0,24,196
6.1,University degree,"Urban (town, city)",Male,Right,0,27,146
5.55,High school,Rural (country side),Male,Right,1,16,185
1.65,High school,Suburban,Female,Right,3,18,203
3.9,High school,Rural (country side),Male,Right,2,27,113
1.15,University degree,Rural (country side),Female,Right,3,23,279
5.45,High school,Suburban,Male,Right,4,17,257
6.45,High school,Suburban,Male,Right,2,20,624
1.85,High school,Rural (country side),Female,Right,2,17,263
1.9,High school,Rural (country side),Female,Right,2,17,196
3.05,University degree,"Urban (town, city)",Male,Left,1,20,2424
1.25,University degree,"Urban (town, city)",Female,Right,2,25,895
7.8,University degree,Rural (country side),Male,Right,2,35,196
4.55,Graduate degree,Suburban,Male,Right,2,32,835
2.2,University degree,"Urban (town, city)",Male,Right,2,28,334
4.4,University degree,"Urban (town, city)",Male,Right,1,29,586
1.1,Graduate degree,"Urban (town, city)",Female,Right,2,48,223
1.35,Graduate degree,Suburban,Female,Right,3,56,285
7.7,Less than high school,Rural (country side),Male,Right,3,16,308
6,Less than high school,Suburban,Male,Right,2,16,352
2.5,High school,"Urban (town, city)",Male,Left,1,19,214
1.8,High school,Suburban,Male,Right,1,23,199
8.4,High school,Suburban,Male,Right,1,25,287
2.5,University degree,"Urban (town, city)",Female,Right,2,19,176
4.25,University degree,Suburban,Male,Right,3,30,329
1.85,High school,Rural (country side),Male,Right,3,68,221
2.1,University degree,"Urban (town, city)",Male,Right,4,21,293
4.8,High school,Suburban,Male,Right,3,18,211
3.4,University degree,Suburban,Male,Right,3,23,291
1,University degree,"Urban (town, city)",Female,Right,1,30,94
2.4,High school,Suburban,Male,Left,0,19,134
7.05,High school,Suburban,Male,Right,2,20,115
4.75,High school,"Urban (town, city)",Male,Right,1,56,555
2.05,High school,"Urban (town, city)",Female,Right,2,18,119
8.6,High school,"Urban (town, city)",Male,Right,3,31,153
1.1,Graduate degree,Suburban,Female,Right,2,24,643
3,University degree,Suburban,Female,Right,0,51,192
5,Less than high school,Rural (country side),Female,Right,2,14,279
8.5,University degree,"Urban (town, city)",Male,Right,3,22,704
7.7,High school,Suburban,Male,Right,2,18,202
2.7,High school,Rural (country side),Female,Right,2,16,203
1.35,University degree,Suburban,Male,Right,1,21,274
5.45,University degree,Suburban,Female,Right,3,20,278
7.35,High school,Rural (country side),Male,Right,2,59,370
1.6,High school,Suburban,Male,Right,2,45,1371
6.55,High school,Suburban,Male,Left,1,14,248
3.3,High school,"Urban (town, city)",Male,Right,2,18,194
2.05,University degree,Rural (country side),Female,Right,2,61,143
1.15,High school,Suburban,Male,Right,2,18,158
6.45,High school,Suburban,Male,Right,3,18,373
3.8,University degree,Suburban,Male,Right,2,19,198
3.35,University degree,Rural (country side),Male,Right,2,52,226
1.9,Graduate degree,Rural (country side),Male,Right,3,22,466
1.35,Less than high school,"Urban (town, city)",Female,Right,2,16,497
5.25,High school,"Urban (town, city)",Male,Left,1,20,123
1.55,University degree,Suburban,Male,Right,2,34,192
2.5,University degree,"Urban (town, city)",Male,Right,2,33,221
3.05,University degree,Suburban,Female,Right,3,67,303
2.1,High school,Suburban,Male,Left,3,62,172
3.35,Less than high school,Suburban,Male,Right,5,14,1792
3.75,University degree,Suburban,Male,Right,4,21,191
5.55,University degree,Suburban,Male,Left,2,40,238
5.3,Less than high school,Suburban,Male,Right,1,15,144
2.1,University degree,Rural (country side),Male,Right,2,37,267
1.4,High school,Suburban,Female,Right,4,54,216
1.3,High school,Suburban,Male,Right,1,36,150
2.5,High school,Suburban,Male,Right,4,63,300
1.1,High school,"Urban (town, city)",Male,Left,3,56,136
1.85,High school,"Urban (town, city)",Female,Right,5,20,200
2.6,Graduate degree,Suburban,Male,Right,2,77,280
5.5,University degree,Rural (country side),Male,Right,2,68,350
1.9,University degree,Suburban,Male,Right,3,68,114
1.05,Graduate degree,Rural (country side),Female,Right,4,63,245
1.95,High school,Suburban,Male,Left,4,65,259
2.05,Graduate degree,Rural (country side),Male,Left,2,41,259
1.3,University degree,"Urban (town, city)",Male,Left,2,34,169
2.05,High school,Rural (country side),Other,Right,2,17,463
1.9,High school,"Urban (town, city)",Male,Right,4,68,751
1.7,Graduate degree,"Urban (town, city)",Male,Right,2,73,184
3.65,Graduate degree,Rural (country side),Male,Right,3,36,954
1.8,University degree,"Urban (town, city)",Other,Right,2,26,146
1.05,University degree,Rural (country side),Female,Left,2,21,125
1.6,Graduate degree,"Urban (town, city)",Male,Right,4,54,117
1.55,High school,Suburban,Female,Right,3,18,90
3.15,University degree,"Urban (town, city)",Male,Right,3,35,204
2.4,University degree,Suburban,Female,Right,4,22,196
2.6,Less than high school,"Urban (town, city)",Female,Right,2,15,159
1.45,University degree,"Urban (town, city)",Male,Right,3,32,185
1.45,University degree,"Urban (town, city)",Female,Right,3,22,503
3.6,High school,Suburban,Male,Right,3,18,486
1.25,High school,Suburban,Female,Right,6,18,241
4.55,Graduate degree,"Urban (town, city)",Male,Right,1,26,370
4.3,University degree,Suburban,Male,Left,3,28,257
6.35,High school,Rural (country side),Male,Right,1,28,232
4.9,High school,Rural (country side),Female,Right,3,17,393
2.1,High school,Rural (country side),Female,Both,2,16,367
1.55,Graduate degree,Suburban,Male,Right,1,26,358
1.35,Graduate degree,"Urban (town, city)",Male,Right,2,44,1022
3.85,University degree,"Urban (town, city)",Female,Right,2,22,520
1.45,High school,"Urban (town, city)",Female,Right,1,18,174
1,Graduate degree,Suburban,Male,Right,5,39,93
7.7,Graduate degree,Suburban,Male,Left,1,41,297
1.75,Graduate degree,Suburban,Male,Right,5,44,216
2.25,Less than high school,"Urban (town, city)",Female,Right,3,16,177
5.85,University degree,Suburban,Male,Right,0,25,310
1.95,University degree,"Urban (town, city)",Female,Right,2,21,214
2.2,University degree,Suburban,Female,Right,4,21,171
2.2,Graduate degree,"Urban (town, city)",Male,Right,1,55,287
2.3,University degree,Rural (country side),Male,Right,2,34,113
1.35,University degree,Suburban,Male,Left,3,63,129
3.6,University degree,Suburban,Male,Left,0,27,138
1.8,University degree,Rural (country side),Female,Right,4,33,257
7.05,Graduate degree,"Urban (town, city)",Male,Right,1,31,343
1.25,High school,Rural (country side),Male,Right,2,38,299
2.25,High school,Suburban,Male,Right,2,17,206
3.7,Less than high school,Suburban,Male,Right,2,16,245
4.3,Less than high school,Suburban,Male,Left,3,17,463
1.15,Graduate degree,"Urban (town, city)",Male,Right,2,29,111
4.1,University degree,Rural (country side),Male,Right,2,24,929
5.95,University degree,"Urban (town, city)",Female,Right,2,22,257
2.5,High school,Rural (country side),Female,Right,2,16,272
2.8,High school,"Urban (town, city)",Male,Right,2,19,205
